,age,policy_number,policy_csl,insured_zip,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,auto_year,fraud_reported,policy_bind_year,policy_bind_month,policy_bind_day,policy_bind_dow,incident_year,incident_month,incident_day,incident_dow,policy_state_IN,policy_state_OH,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_basketball,insured_hobbies_board-games,insured_hobbies_bungie-jumping,insured_hobbies_camping,insured_hobbies_chess,insured_hobbies_cross-fit,insured_hobbies_dancing,insured_hobbies_exercise,insured_hobbies_golf,insured_hobbies_hiking,insured_hobbies_kayaking,insured_hobbies_movies,insured_hobbies_paintball,insured_hobbies_polo,insured_hobbies_reading,insured_hobbies_skydiving,insured_hobbies_sleeping,insured_hobbies_video-games,insured_hobbies_yachting,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,property_damage_YES,police_report_available_YES,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen,auto_model_92x,auto_model_93,auto_model_95,auto_model_A3,auto_model_A5,auto_model_Accord,auto_model_C300,auto_model_CRV,auto_model_Camry,auto_model_Civic,auto_model_Corolla,auto_model_E400,auto_model_Escape,auto_model_F150,auto_model_Forrestor,auto_model_Fusion,auto_model_Grand Cherokee,auto_model_Highlander,auto_model_Impreza,auto_model_Jetta,auto_model_Legacy,auto_model_M5,auto_model_MDX,auto_model_ML350,auto_model_Malibu,auto_model_Maxima,auto_model_Neon,auto_model_Passat,auto_model_Pathfinder,auto_model_RAM,auto_model_RSX,auto_model_Silverado,auto_model_TL,auto_model_Tahoe,auto_model_Ultima,auto_model_Wrangler,auto_model_X5,auto_model_X6,premium_per_vehicle,total_claim_amount_per_vehicle,age_group_19-25,age_group_26-35,age_group_36-45,age_group_46-55,age_group_56-65,age_group_65+,months_as_customer^2,months_as_customer policy_deductable,months_as_customer policy_annual_premium,months_as_customer umbrella_limit,months_as_customer capital-gains,months_as_customer capital-loss,months_as_customer total_claim_amount,months_as_customer injury_claim,months_as_customer property_claim,months_as_customer vehicle_claim,months_as_customer days_between_policy_and_incident,policy_deductable^2,policy_deductable policy_annual_premium,policy_deductable umbrella_limit,policy_deductable capital-gains,policy_deductable capital-loss,policy_deductable total_claim_amount,policy_deductable injury_claim,policy_deductable property_claim,policy_deductable vehicle_claim,policy_deductable days_between_policy_and_incident,policy_annual_premium^2,policy_annual_premium umbrella_limit,policy_annual_premium capital-gains,policy_annual_premium capital-loss,policy_annual_premium total_claim_amount,policy_annual_premium injury_claim,policy_annual_premium property_claim,policy_annual_premium vehicle_claim,policy_annual_premium days_between_policy_and_incident,umbrella_limit^2,umbrella_limit capital-gains,umbrella_limit capital-loss,umbrella_limit total_claim_amount,umbrella_limit injury_claim,umbrella_limit property_claim,umbrella_limit vehicle_claim,umbrella_limit days_between_policy_and_incident,capital-gains^2,capital-gains capital-loss,capital-gains total_claim_amount,capital-gains injury_claim,capital-gains property_claim,capital-gains vehicle_claim,capital-gains days_between_policy_and_incident,capital-loss^2,capital-loss total_claim_amount,capital-loss injury_claim,capital-loss property_claim,capital-loss vehicle_claim,capital-loss days_between_policy_and_incident,total_claim_amount^2,total_claim_amount injury_claim,total_claim_amount property_claim,total_claim_amount vehicle_claim,total_claim_amount days_between_policy_and_incident,injury_claim^2,injury_claim property_claim,injury_claim vehicle_claim,injury_claim days_between_policy_and_incident,property_claim^2,property_claim vehicle_claim,property_claim days_between_policy_and_incident,vehicle_claim^2,vehicle_claim days_between_policy_and_incident,days_between_policy_and_incident^2
10,42.0,543610,400,462283,1558 1st Ridge,22,1,2,2,2002,N,2002,5,26,6,2015,1,6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.134189410394413,11.373789826425874,0,0,1,0,0,0,55225.0,117500.0,1676.534511442687,940000000.0,9024000.0,0.0,2672.8406092100804,2109.362226630028,2272.23696085553,2598.004995198021,1082880.0,250000.0,3567.094705197206,2000000000.0,19200000.0,0.0,5686.894913212937,4488.004737510698,4834.546725224532,5527.67020254898,2304000.0,50.89665854338378,28536757.64157765,273952.8733591455,0.0,81.14277093573918,64.03655174429755,68.98114410230768,78.87089244635536,32874.344803097454,16000000000000.0,153600000000.0,0.0,45495159.3057035,35904037.90008558,38676373.80179625,44221361.620391846,18432000000.0,1474560000.0,0.0,436753.5293347536,344678.76384082163,371293.18849724403,424525.07155576174,176947200.0,0.0,0.0,0.0,0.0,0.0,0.0,129.36309501570872,102.0912452489006,109.9742367174786,125.74111822717809,52410.42352017043,80.56874609567387,86.78987442609811,99.23284022574617,41361.451660898594,93.49136815351697,106.89511950341759,44555.182619669285,122.22055147259157,50943.00858669141,21233664.0
11,61.0,214618,400,615561,5971 5th Hwy,21,3,1,2,2006,N,1999,5,29,5,2015,2,15,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.379093107422653,3.8840000715869665,0,0,0,0,1,0,199809.0,894000.0,3190.363857053778,0.0,0.0,-22797000.0,5208.444095998122,4371.769915368106,4371.769915368106,5044.072848002553,2566227.0,4000000.0,14274.558644535919,0.0,0.0,-102000000.0,23304.0004295218,19560.491791356177,19560.491791356177,22568.558604038266,11482000.0,50.94075612407378,0.0,0.0,-364001.24543566594,83.16358019587479,69.80434679791931,69.80434679791931,80.53905332899748,40975.12058914035,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2601000000.0,-594252.0109528059,-498792.5406795825,-498792.5406795825,-575498.2444029758,-292791000.0,135.76910900478805,113.95942727685551,113.95942727685551,131.48442485054892,66894.13323294233,95.6532097799281,95.6532097799281,110.36302632925783,56148.39168708791,95.6532097799281,110.36302632925783,56148.39168708791,127.33495936597741,64783.04747289184,32959081.0
12,23.0,842643,1500,432220,6655 5th Drive,9,1,1,0,2000,N,1997,11,20,3,2015,1,22,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.103618071342758,10.942367529494035,1,0,0,0,0,0,3600.0,30000.0,426.2170842805655,180000000.0,0.0,0.0,656.5420517696421,507.4593287220024,549.04179114292,639.281481272273,376320.0,250000.0,3551.809035671379,1500000000.0,0.0,0.0,5471.183764747017,4228.82773935002,4575.348259524333,5327.3456772689415,3136000.0,50.46138970350741,21310854.214028277,0.0,0.0,77.73039972578805,60.079954299684694,65.00305315808738,75.68685805067476,44553.89254346178,9000000000000.0,0.0,0.0,32827102.588482104,25372966.43610012,27452089.557146,31964074.06361365,18816000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.73540715052539,92.54677468577465,100.13028446229224,116.58754871467615,68630.52914498659,71.5319361963848,77.39343854825334,90.11370870856528,53046.41516240665,83.7352467837294,97.49784708950773,57393.16856747324,113.52244786046431,66826.2241756616,39337984.0
13,34.0,626808,400,464652,6582 Elm Lane,5,1,1,1,2010,N,2012,10,26,4,2015,1,8,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.843334084294882,8.893023494394711,0,1,0,0,0,0,14641.0,121000.0,828.0434241996807,0.0,6388800.0,-3968800.0,1076.05584282176,849.6591471917313,849.6591471917313,1031.5685302439983,97284.0,1000000.0,6843.334084294882,0.0,52800000.0,-32800000.0,8893.02349439471,7021.97642307216,7021.97642307216,8525.35975408263,804000.0,46.831221389272066,0.0,361328.03965076973,-224461.35796487212,60.8579307916265,48.05373059512477,48.05373059512477,58.3418849859895,5502.0406037730845,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2787840000.0,-1731840000.0,469551.64050404076,370760.35513821006,370760.35513821006,450138.9950155629,42451200.0,1075840000.0,-291691.1706161465,-230320.82667676685,-230320.82667676685,-279631.7999339103,-26371200.0,79.08586687185633,62.44660130746646,62.44660130746646,75.81622459122396,7149.990889493348,49.30815288618128,49.30815288618128,59.864875191376505,5645.669044150017,49.30815288618128,59.864875191376505,5645.669044150017,72.68175893653186,6854.389242282436,646416.0
14,38.0,644081,750,476685,6851 3rd Drive,12,1,0,2,2003,Y,1998,12,28,0,2015,1,15,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.171756664174365,10.740756721857226,0,0,1,0,0,0,32400.0,360000.0,1290.9161995513857,0.0,7434000.0,-9990000.0,1933.3362099343005,1501.754016810489,1626.4990845656723,1876.0159993343725,1055160.0,4000000.0,14343.513328348728,0.0,82600000.0,-111000000.0,21481.51344371445,16686.155742338768,18072.212050729693,20844.622214826362,11724000.0,51.43409365012941,0.0,296193.5502304013,-398032.49486167723,77.03009359825516,59.83452432228469,64.80475360559647,74.74627914068898,42040.837565390124,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1705690000.0,-2292150000.0,443593.2526127034,344569.1160792955,373191.17884756817,430441.44873616437,242100600.0,3080250000.0,-596111.998063076,-463040.82184990076,-501503.884407749,-578438.2664614315,-325341000.0,115.36385495812118,89.61096972574083,97.05461653135205,111.94350808423535,62962.31590352706,69.60694836439625,75.38893622176178,86.95415316670177,48907.122480794926,81.65121210163488,94.17710819592321,52969.65352068873,108.62456881970817,61095.587711656066,34363044.0
15,58.0,892874,400,458733,9573 Weaver Ave,12,4,0,0,1999,Y,1992,10,19,0,2015,1,29,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.758023638309436,2.7632021995583242,0,0,0,0,1,0,223729.0,946000.0,3326.180723681453,0.0,26346100.0,0.0,5227.97856156435,4380.51379885632,4380.51379885632,5036.197312186421,3848801.0,4000000.0,14064.18910647549,0.0,111400000.0,0.0,22105.617596466593,18522.257077616578,18522.257077616578,21294.703222775563,16274000.0,49.45035380567595,0.0,391687.6666153424,0.0,77.72439654803459,65.12513155458839,65.12513155458839,74.87318327284714,57220.15337969553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3102490000.0,0.0,615641.4500615946,515844.85961162165,515844.85961162165,593057.4847542994,453230900.0,0.0,0.0,0.0,0.0,0.0,0.0,122.16458233030338,102.36148299530973,102.36148299530973,117.68314156823034,89936.70519122433,85.76850181232933,85.76850181232933,98.6064918709498,75357.80292028304,85.76850181232933,98.6064918709498,75357.80292028304,113.36609633652199,86637.50006186237,66210769.0
16,26.0,558938,1500,619884,5074 3rd St,0,3,1,2,2012,N,2005,6,8,2,2015,2,22,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.3634811450789877,3.6203771126312536,0,1,0,0,0,0,4900.0,70000.0,496.3310404665874,350000000.0,4452000.0,0.0,760.2791936525633,606.4842187058052,606.4842187058052,742.6875674679752,248220.0,1000000.0,7090.4434352369635,5000000000.0,63600000.0,0.0,10861.131337893761,8664.060267225788,8664.060267225788,10609.822392399647,3546000.0,50.27438810829495,35452217.17618482,450952.2024810709,0.0,77.01023739401528,61.432029244248504,61.432029244248504,75.22834553122021,25142.712421350272,25000000000000.0,318000000000.0,0.0,54305656.68946881,43320301.33612894,43320301.33612894,53049111.96199823,17730000000.0,4044960000.0,0.0,690767.9530900433,551034.2329955602,551034.2329955602,674784.7041566175,225525600.0,0.0,0.0,0.0,0.0,0.0,0.0,117.96417393897792,94.10149648176622,94.10149648176622,115.23467447557876,38513.57172417128,75.06594031412061,75.06594031412061,91.92414063231224,30722.75770758265,75.06594031412061,91.92414063231224,30722.75770758265,112.56833119826496,37622.43020344915,12574116.0
17,31.0,275265,1500,470610,4546 Tree St,9,1,0,2,2015,N,2004,11,15,0,2015,1,6,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5647577991924475,11.262937299670778,0,1,0,0,0,0,19600.0,70000.0,919.0660918869427,840000000.0,7490000.0,0.0,1576.811221953909,1338.1545780712283,1241.1238587512482,1532.2283737010569,518560.0,250000.0,3282.3788995962236,3000000000.0,26750000.0,0.0,5631.4686498353885,4779.12349311153,4432.5852098258865,5472.244191789489,1852000.0,43.096044962058066,39388546.79515468,351214.5422567959,0.0,73.93845547982926,62.74757644941553,58.197696653579165,71.84791547427125,24315.862888208827,36000000000000.0,321000000000.0,0.0,67577623.79802467,57349481.91733836,53191022.517910644,65666930.30147387,22224000000.0,2862250000.0,0.0,602567.1455323866,511366.2137629337,474286.6174513699,585530.1285214754,198164000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.85375661631528,107.6539365005975,99.847858587434,123.26708644122522,41717.91975798056,91.3600854496422,84.73548844599038,104.61012310809704,35403.74683697021,78.59124656946881,97.02475467632681,32836.59123439017,119.78182597829519,40538.384972776534,13719616.0
18,37.0,921202,1500,472135,3842 Solo Ridge,19,1,1,0,2015,N,2014,12,28,6,2015,1,19,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.226368997302037,11.19726906766269,0,0,1,0,0,0,25600.0,80000.0,1156.219039568326,0.0,7280000.0,-6048000.0,1791.5630508260303,1407.9217442190188,1518.8132281084158,1740.6112765403745,3520.0,250000.0,3613.1844986510187,0.0,22750000.0,-18900000.0,5598.634533831345,4399.7554506844335,4746.2913378388,5439.41023918867,11000.0,52.220408885168055,0.0,328799.7893772427,-273156.748098017,80.91559804500675,63.58851276907329,68.59690515184303,78.61437103216053,158.98011794064482,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2070250000.0,-1719900000.0,509475.7425786524,400377.7460122835,431912.5117433308,494986.331766169,1001000.0,1428840000.0,-423256.7707576497,-332621.5120717432,-358819.6251406133,-411219.4140826635,-831600.0,125.37883457363569,98.53049122645825,106.29100236659552,121.81308003519003,246.33991948857917,77.43139210330953,83.53008473677029,95.72829939351628,193.58923983011508,90.1091258545745,103.26810280485144,208.8368188649072,118.34873500076219,239.3340505243015,484.0
19,39.0,143972,1500,477670,8101 3rd Ridge,8,3,2,0,2014,N,1992,8,2,6,2015,2,22,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.4325284876139555,3.669586980025748,0,0,1,0,0,0,38416.0,392000.0,1430.326750717006,0.0,11172000.0,-5350800.0,2157.71714425514,1706.4396686671932,1706.4396686671932,2113.9818194407226,1614844.0,4000000.0,14595.170925683733,0.0,114000000.0,-54600000.0,22017.521880154487,17412.649680277482,17412.649680277482,21571.243055517578,16478000.0,53.25475358748094,0.0,415962.3713819864,-199224.08313558297,80.33737380020905,63.53514958817552,63.53514958817552,78.70899486868682,60124.80662835414,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,3249000000.0,-1556100000.0,627499.3735844028,496260.51588790823,496260.51588790823,614780.427082251,469623000.0,745290000.0,-300539.17366410873,-237682.66813578762,-237682.66813578762,-294447.46770781494,-224924700.0,121.1928174357704,95.84584883174362,95.84584883174362,118.7363289892472,90701.18138529641,75.80009222201687,75.80009222201687,93.9031246234615,71731.41035790309,75.80009222201687,93.9031246234615,71731.41035790309,116.32963174005383,88862.73576720466,67881121.0
20,62.0,183430,750,618845,5380 Pine St,20,3,1,0,2011,N,2002,6,25,1,2015,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.360278084803053,3.587107519612338,0,0,0,0,1,0,211600.0,460000.0,3257.183757028213,1840000000.0,0.0,0.0,4950.208377065026,0.0,3939.5630954489966,4896.029399889226,2103580.0,1000000.0,7080.834254409159,4000000000.0,0.0,0.0,10761.322558837013,0.0,8564.267598802166,10643.542173672231,4573000.0,50.13821373841411,28323337.017636634,0.0,0.0,76.19914139735914,0.0,60.642159377524855,75.36515801158684,32380.655045413085,16000000000000.0,0.0,0.0,43045290.23534805,0.0,34257070.395208664,42574168.69468892,18292000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.80606321533442,0.0,92.16284611090666,114.53859049947212,49211.528061561665,0.0,0.0,0.0,0.0,73.34667950389262,91.15414337446546,39164.39572932231,113.28499000273939,48672.91836020311,20912329.0
21,41.0,431876,1500,442479,8957 Weaver Drive,15,3,1,2,1996,N,2005,11,27,6,2015,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.2585124363848093,3.5137161499593126,0,0,1,0,0,0,47089.0,434000.0,1470.291596086511,0.0,10133900.0,0.0,2287.4292136235126,0.0,1836.230537011959,2258.453720639696,729554.0,4000000.0,13551.074618308856,0.0,93400000.0,0.0,21082.296899755875,0.0,16923.783751262294,20815.24166488199,6724000.0,45.907905827743626,0.0,316417.59233751177,0.0,71.42194460348333,0.0,57.333864109369586,70.51722324973682,22779.356433377186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2180890000.0,0.0,492271.6326092997,0.0,395170.35059197457,486035.89287499443,157005400.0,0.0,0.0,0.0,0.0,0.0,0.0,111.11581064236404,0.0,89.19805842784399,109.70827620480271,35439.34108848962,0.0,0.0,0.0,0.0,71.60361411487243,88.06816216668193,28448.88048587192,108.31857139185976,34990.42123866662,11303044.0
22,55.0,285496,400,443920,2526 Embaracadero Ave,20,3,0,0,2000,Y,1994,5,27,4,2015,1,11,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.379093107422653,3.7259154639508516,0,0,0,1,0,0,136900.0,740000.0,2640.793349239145,0.0,26899000.0,-25234000.0,4135.766164985445,3622.852770962825,3216.4076065513727,3985.746661629254,2787580.0,4000000.0,14274.558644535919,0.0,145400000.0,-136400000.0,22355.49278370511,19582.987951150408,17385.987062439854,21544.57654934732,15068000.0,50.94075612407378,0.0,518880.20672888064,-486762.4497786748,79.77869819212454,69.8846274859842,62.04432297898511,76.8848303563379,53772.262413966804,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,5285290000.0,-4958140000.0,812622.1626876807,711841.6120243173,631980.6297196887,783145.3575687751,547721800.0,4651240000.0,-762322.3039243442,-667779.8891342289,-592862.1588291989,-734670.0603327436,-513818800.0,124.9420144005728,109.44683645633177,97.16807707799113,120.40990639422908,84213.14131621715,95.87335427372551,85.11739379065412,105.47679574462654,73769.11561198358,75.56813653383148,93.64343228817438,65493.013264210924,116.04219467267161,81158.41986139135,56761156.0
23,55.0,115399,400,453148,5667 4th Drive,15,1,2,2,2011,Y,1991,2,8,4,2015,1,19,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.146606811449394,11.494364266781965,0,0,0,1,0,0,170569.0,826000.0,2951.5486131285998,0.0,0.0,-12803000.0,4747.172442180951,3720.9522743351577,4007.1968177220106,4628.361148713851,3612098.0,4000000.0,14293.213622898787,0.0,0.0,-62000000.0,22988.728533563928,18019.139343027397,19405.311465966155,22413.371180212354,17492000.0,51.07398891745488,0.0,0.0,-221544.81115493123,82.14570196226451,64.38785198266768,69.34106555048537,80.08977557202458,62504.2231729364,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,961000000.0,-356325.2922702409,-279296.65981692466,-300782.3277224754,-347407.2532932915,-271126000.0,132.12040989747408,103.55927569132959,111.52585935008786,128.8137263959768,100529.70987727506,81.17234566585945,87.41675282502284,100.96741461081021,78797.69634705881,94.14152827278937,108.73461218858255,84859.42704067,125.58980191549344,98013.67217106863,76492516.0
24,40.0,736882,400,434733,2502 Apache Hwy,6,1,1,3,2005,N,1996,2,2,4,2015,2,24,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.784807679897259,11.262937299670778,0,0,1,0,0,0,56169.0,237000.0,1607.9994201356503,0.0,5966819.338677355,-12679500.0,2669.316140021974,2101.0453894574703,2265.304535734865,2593.843746908218,1649994.0,1000000.0,6784.807679897259,0.0,25176452.905811623,-53500000.0,11262.937299670777,8865.170419651773,9558.24698622306,10944.488383578979,6962000.0,46.03361525319283,0.0,170817.39102792236,-362987.21087450336,76.4168634890076,60.14847634685136,64.85086755848104,74.25624883745299,47235.83106744472,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,633853780.9185506,-1346940230.460922,283560.8105062705,223193.54557235716,240642.75511076074,275543.39636737853,175278465.13026053,2862250000.0,-602567.1455323866,-474286.6174513699,-511366.2137629337,-585530.1285214754,-372467000.0,126.85375661631528,99.847858587434,107.6539365005975,123.26708644122522,78412.56948030795,78.59124656946881,84.73548844599038,97.02475467632681,61719.31646161565,91.3600854496422,104.61012310809704,66544.51551808494,119.78182597829519,76195.52812647684,48469444.0
